party_id,district_id,election_year,vote_share_lag,is_new_party,Absent rate within country 2078,Absent rate abroad 2078,Literacy Rate 2078,Primary Education % 2078,Lower Secondary % 2078,Upper Secondary % 2078,SLC or SEE % 2078,Intermediate & equivalent % 2078,Graduate & equivalent % 2078,Post graduate equivalent & above % 2078,IS_Major?,IS_ALTERNATIVE_FORCE?,GenZ_and_Youth_Favored?,Was_Part_Of_Ousted_Government?,Facebook_Presence (In Thousands),Top_leader_fb (in Thousands),facebook_log,leader_following_log,female_ratio,age_18-29_ratio,age_30-39_ratio,age_40-49_ratio,age_50-59_ratio,age_60-69_ratio,age_70+_ratio,total_voters,valid_turnout_lag
P082,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P083,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P084,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P085,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P086,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P087,18,2082,0.0,1,49.33,5.79,68.12,32.45,20.72,15.97,8.09,11.31,2.28,1.34,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4844854005277943,0.20232825402230356,0.2503298714565421,0.17481058993785648,0.15032561505065123,0.11148059078913765,0.11072507874350898,187952,47.09
P001,19,2082,34.79111064133393,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,0,0,1,374.0,710.0,5.926926025970411,6.566672429803241,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P002,19,2082,27.82637035471113,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,0,0,1,32.0,621.0,3.49650756146648,6.432940092739179,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P003,19,2082,25.53444494358269,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,0,0,0,174.0,756.0,5.1647859739235145,6.6293632534374485,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P004,19,2082,7.093341789322552,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,1,1,0,401.0,3300.0,5.996452088619021,8.101980731853192,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P005,19,2082,2.005654942789948,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,0,0,0,43.0,910.0,3.784189633918261,6.814542897259958,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P006,19,2082,0.1206740128073003,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,0,0,0,33.0,29.0,3.5263605246161616,3.4011973816621555,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P007,19,2082,0.1585497978490077,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,1,1,0,0,27.0,679.0,3.332204510175204,6.522092798170152,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P009,19,2082,0.0563732614574249,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,1,0,1,43.0,50.0,3.784189633918261,3.9318256327243257,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P010,19,2082,0.0651815835601476,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,1,7.0,9.0,2.079441541679836,2.302585092994046,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P011,19,2082,0.1101040262840331,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,5.0,8.0,1.791759469228055,2.19722457733622,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P012,19,2082,0.1074615296532163,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,4.0,7.0,1.6094379124341005,2.079441541679836,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P013,19,2082,0.0546115970368804,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P014,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,21.0,1500.0,3.091042453358316,7.313886831633462,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P015,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P016,19,2082,0.0088083221027226,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P017,19,2082,0.3849236758889799,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P018,19,2082,0.0079274898924503,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P019,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P020,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P021,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P022,19,2082,0.650935003391204,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P023,19,2082,0.003523328841089,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P024,19,2082,0.0396374494622519,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P025,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P026,19,2082,0.0229016374670788,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P027,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P028,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P029,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P030,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P031,19,2082,0.0088083221027226,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P032,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,13.0,1.0,2.6390573296152584,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P033,19,2082,0.0695857446115089,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P034,19,2082,0.0096891543129949,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P035,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P036,19,2082,0.016735811995173,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P037,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P038,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P039,19,2082,0.0220208052568066,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P040,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P041,19,2082,0.0378757850417074,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P042,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P043,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P044,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P045,19,2082,0.033471623990346,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P046,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,1,1,0,373.0,1200.0,5.924255797414532,7.090909822079984,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P047,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P048,19,2082,0.0105699865232671,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P049,19,2082,0.1312439993305675,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P050,19,2082,0.0026424966308167,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P051,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P052,19,2082,0.0070466576821781,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P053,19,2082,0.0123316509438117,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P054,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P055,19,2082,0.016735811995173,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P056,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P057,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,1,1,0,22.0,282.0,3.1354942159291497,5.645446897643238,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P058,19,2082,0.1259590060689339,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P059,19,2082,0.0537307648266081,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P060,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P061,19,2082,0.0554924292471527,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P062,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P063,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P064,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P065,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P066,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P067,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P068,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P069,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P070,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P071,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P072,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P073,19,2082,0.0396374494622519,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P074,19,2082,0.0387566172519796,0,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P075,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P076,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P077,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P078,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P079,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
P080,19,2082,0.0,1,18.89,4.58,72.59,33.08,20.66,15.19,9.26,11.53,2.24,1.26,0,0,0,0,1.0,1.0,0.6931471805599453,0.6931471805599453,0.4822597072816821,0.18531850673661399,0.2591770959775648,0.19040177844748604,0.15456308512271008,0.10843227807775127,0.10210725563787386,215019,54.48
